,Age,Gender,Race
289,17.0,1.0,1.0
290,17.0,1.0,1.0
291,17.0,1.0,1.0
292,18.0,1.0,1.0
293,18.0,1.0,1.0
294,18.0,1.0,1.0
295,18.0,1.0,1.0
296,18.0,1.0,1.0
297,19.0,1.0,1.0
298,19.0,1.0,1.0
299,18.0,1.0,1.0
300,17.0,1.0,1.0
301,18.0,1.0,1.0
302,17.0,1.0,1.0
303,18.0,1.0,1.0
304,18.0,1.0,1.0
305,18.0,1.0,1.0
306,18.0,1.0,1.0
307,18.0,1.0,1.0
308,17.0,1.0,1.0
309,18.0,1.0,1.0
310,18.0,1.0,1.0
311,18.0,1.0,1.0
312,17.0,1.0,1.0
313,17.0,1.0,1.0
314,17.0,1.0,1.0
315,18.0,1.0,1.0
316,19.0,1.0,1.0
317,18.0,1.0,1.0
318,17.0,1.0,1.0
319,17.0,1.0,1.0
320,19.0,1.0,1.0
321,18.0,1.0,1.0
322,18.0,1.0,1.0
323,17.0,1.0,1.0
324,18.0,1.0,1.0
325,18.0,1.0,1.0
326,18.0,1.0,1.0
327,18.0,1.0,1.0
328,18.0,1.0,1.0
329,18.0,1.0,1.0
330,17.0,1.0,1.0
331,18.0,1.0,1.0
332,18.0,1.0,1.0
333,18.0,1.0,1.0
334,19.0,1.0,1.0
335,17.0,1.0,1.0
336,17.0,1.0,1.0
337,18.0,1.0,1.0
338,18.0,1.0,1.0
339,19.0,1.0,1.0
340,18.0,1.0,1.0
341,17.0,1.0,1.0
342,18.0,1.0,1.0
343,17.0,1.0,1.0
344,17.0,1.0,1.0
345,17.0,1.0,1.0
346,18.0,1.0,1.0
347,17.0,1.0,1.0
348,18.0,1.0,1.0
349,18.0,1.0,1.0
350,17.0,1.0,1.0
351,17.0,1.0,1.0
352,18.0,1.0,1.0
353,17.0,1.0,1.0
354,17.0,1.0,1.0
355,18.0,1.0,1.0
356,17.0,1.0,1.0
357,18.0,1.0,1.0
358,18.0,1.0,1.0
359,17.0,1.0,1.0
360,19.0,1.0,1.0
361,18.0,1.0,1.0
362,18.0,1.0,1.0
363,18.0,1.0,1.0
364,18.0,1.0,1.0
365,17.0,1.0,1.0
366,18.0,1.0,1.0
367,18.0,1.0,1.0
368,17.0,1.0,1.0
369,18.0,1.0,1.0
370,18.0,1.0,1.0
371,18.0,1.0,1.0
372,17.0,1.0,1.0
373,18.0,1.0,1.0
374,19.0,1.0,1.0
375,19.0,1.0,1.0
376,19.0,1.0,1.0
377,18.0,1.0,1.0
378,18.0,1.0,1.0
379,19.0,1.0,1.0
380,18.0,1.0,1.0
381,18.0,1.0,1.0
382,18.0,1.0,1.0
383,18.0,1.0,1.0
384,17.0,1.0,1.0
385,18.0,1.0,1.0
386,18.0,1.0,1.0
387,18.0,1.0,1.0
388,18.0,1.0,1.0
389,18.0,1.0,1.0
390,18.0,1.0,1.0
391,18.0,1.0,1.0
392,18.0,1.0,1.0
393,17.0,1.0,1.0
394,17.0,1.0,1.0
395,18.0,1.0,1.0
396,18.0,1.0,1.0
397,18.0,1.0,1.0
398,17.0,1.0,1.0
399,18.0,1.0,1.0
400,18.0,1.0,1.0
401,18.0,1.0,1.0
402,17.0,1.0,1.0
403,18.0,1.0,1.0
404,17.0,1.0,1.0
405,18.0,1.0,1.0
406,17.0,1.0,1.0
407,18.0,1.0,1.0
408,19.0,1.0,1.0
409,18.0,1.0,1.0
410,18.0,1.0,1.0
411,19.0,1.0,1.0
412,18.0,1.0,1.0
413,18.0,1.0,1.0
414,18.0,1.0,1.0
415,17.0,1.0,1.0
416,17.0,1.0,1.0
417,18.0,1.0,1.0
418,17.0,1.0,1.0
419,18.0,1.0,1.0
420,18.0,1.0,1.0
421,18.0,1.0,1.0
422,19.0,1.0,1.0
423,18.0,1.0,1.0
424,18.0,1.0,1.0
425,18.0,1.0,1.0
426,18.0,1.0,1.0
427,18.0,1.0,1.0
428,18.0,1.0,1.0
429,18.0,1.0,1.0
430,19.0,1.0,1.0
431,17.0,1.0,1.0
432,18.0,1.0,1.0
433,18.0,1.0,1.0
434,19.0,1.0,2.0
435,18.0,1.0,2.0
436,18.0,1.0,2.0
437,18.0,1.0,2.0
438,19.0,1.0,2.0
439,17.0,1.0,2.0
440,18.0,1.0,2.0
441,19.0,1.0,2.0
442,17.0,1.0,2.0
443,18.0,1.0,2.0
444,17.0,1.0,2.0
445,18.0,1.0,2.0
446,18.0,1.0,2.0
447,18.0,1.0,2.0
448,17.0,1.0,2.0
449,19.0,1.0,2.0
450,18.0,1.0,2.0
451,19.0,1.0,2.0
452,18.0,1.0,2.0
453,17.0,1.0,2.0
454,18.0,1.0,2.0
455,17.0,1.0,2.0
456,18.0,1.0,2.0
457,18.0,1.0,2.0
458,17.0,1.0,2.0
459,19.0,1.0,2.0
460,19.0,1.0,2.0
461,18.0,1.0,2.0
462,18.0,1.0,2.0
463,18.0,1.0,2.0
464,18.0,1.0,2.0
465,18.0,1.0,2.0
466,17.0,1.0,2.0
467,18.0,1.0,2.0
468,17.0,1.0,2.0
469,18.0,1.0,2.0
470,18.0,1.0,2.0
471,18.0,1.0,2.0
472,18.0,1.0,2.0
473,18.0,1.0,2.0
474,18.0,1.0,2.0
475,18.0,1.0,2.0
476,18.0,1.0,2.0
477,18.0,1.0,2.0
478,19.0,1.0,2.0
479,17.0,1.0,2.0
480,18.0,1.0,2.0
481,17.0,1.0,3.0
482,18.0,1.0,3.0
483,17.0,1.0,3.0
484,17.0,1.0,4.0
485,18.0,1.0,4.0
486,18.0,1.0,4.0
487,18.0,1.0,5.0
488,17.0,1.0,5.0
489,17.0,1.0,5.0
490,18.0,1.0,5.0
491,18.0,2.0,1.0
492,18.0,2.0,1.0
493,17.0,2.0,1.0
494,18.0,2.0,1.0
495,18.0,2.0,1.0
496,18.0,2.0,1.0
497,18.0,2.0,1.0
498,18.0,2.0,1.0
499,18.0,2.0,1.0
500,17.0,2.0,1.0
501,18.0,2.0,1.0
502,18.0,2.0,1.0
503,17.0,2.0,1.0
504,18.0,2.0,1.0
505,17.0,2.0,1.0
506,17.0,2.0,1.0
507,17.0,2.0,1.0
508,17.0,2.0,1.0
509,17.0,2.0,1.0
510,18.0,2.0,1.0
511,17.0,2.0,1.0
512,19.0,2.0,1.0
513,18.0,2.0,1.0
514,18.0,2.0,1.0
515,18.0,2.0,1.0
516,18.0,2.0,1.0
517,18.0,2.0,1.0
518,18.0,2.0,1.0
519,18.0,2.0,1.0
520,18.0,2.0,1.0
521,19.0,2.0,1.0
522,18.0,2.0,1.0
523,18.0,2.0,1.0
524,18.0,2.0,1.0
525,17.0,2.0,1.0
526,17.0,2.0,1.0
527,19.0,2.0,1.0
528,19.0,2.0,1.0
529,18.0,2.0,1.0
530,17.0,2.0,1.0
531,17.0,2.0,1.0
532,18.0,2.0,1.0
533,17.0,2.0,1.0
534,18.0,2.0,1.0
535,18.0,2.0,1.0
536,18.0,2.0,1.0
537,18.0,2.0,1.0
538,18.0,2.0,1.0
539,18.0,2.0,1.0
540,18.0,2.0,1.0
541,18.0,2.0,1.0
542,18.0,2.0,1.0
543,18.0,2.0,1.0
544,17.0,2.0,1.0
545,17.0,2.0,1.0
546,18.0,2.0,1.0
547,17.0,2.0,1.0
548,18.0,2.0,1.0
549,17.0,2.0,1.0
550,19.0,2.0,1.0
551,17.0,2.0,1.0
552,19.0,2.0,1.0
553,18.0,2.0,1.0
554,18.0,2.0,1.0
555,18.0,2.0,1.0
556,19.0,2.0,1.0
557,17.0,2.0,1.0
558,19.0,2.0,1.0
559,18.0,2.0,1.0
560,17.0,2.0,1.0
561,17.0,2.0,1.0
562,18.0,2.0,1.0
563,17.0,2.0,1.0
564,18.0,2.0,1.0
565,18.0,2.0,1.0
566,18.0,2.0,1.0
567,19.0,2.0,1.0
568,18.0,2.0,1.0
569,18.0,2.0,1.0
570,18.0,2.0,1.0
571,17.0,2.0,1.0
572,17.0,2.0,1.0
573,18.0,2.0,1.0
574,18.0,2.0,1.0
575,17.0,2.0,1.0
576,17.0,2.0,1.0
577,19.0,2.0,1.0
578,18.0,2.0,1.0
579,18.0,2.0,1.0
580,18.0,2.0,1.0
581,18.0,2.0,1.0
582,17.0,2.0,1.0
583,18.0,2.0,1.0
584,19.0,2.0,1.0
585,18.0,2.0,1.0
586,18.0,2.0,1.0
587,17.0,2.0,1.0
588,18.0,2.0,1.0
589,17.0,2.0,1.0
590,18.0,2.0,1.0
591,17.0,2.0,1.0
592,18.0,2.0,1.0
593,18.0,2.0,1.0
594,18.0,2.0,1.0
595,18.0,2.0,1.0
596,17.0,2.0,1.0
597,18.0,2.0,1.0
598,19.0,2.0,1.0
599,17.0,2.0,1.0
600,17.0,2.0,1.0
601,18.0,2.0,1.0
602,18.0,2.0,1.0
603,18.0,2.0,1.0
604,17.0,2.0,1.0
605,18.0,2.0,1.0
606,17.0,2.0,1.0
607,17.0,2.0,1.0
608,18.0,2.0,1.0
609,18.0,2.0,1.0
610,17.0,2.0,1.0
611,18.0,2.0,1.0
612,18.0,2.0,1.0
613,18.0,2.0,1.0
614,17.0,2.0,1.0
615,18.0,2.0,1.0
616,19.0,2.0,1.0
617,17.0,2.0,1.0
618,18.0,2.0,1.0
619,17.0,2.0,1.0
620,18.0,2.0,1.0
621,18.0,2.0,1.0
622,17.0,2.0,1.0
623,18.0,2.0,1.0
624,18.0,2.0,1.0
625,17.0,2.0,1.0
626,17.0,2.0,1.0
627,18.0,2.0,1.0
628,18.0,2.0,1.0
629,18.0,2.0,1.0
630,19.0,2.0,1.0
631,18.0,2.0,1.0
632,18.0,2.0,1.0
633,19.0,2.0,1.0
634,18.0,2.0,1.0
635,18.0,2.0,1.0
636,17.0,2.0,1.0
637,17.0,2.0,1.0
638,18.0,2.0,1.0
639,17.0,2.0,1.0
640,18.0,2.0,1.0
641,17.0,2.0,1.0
642,18.0,2.0,1.0
643,17.0,2.0,1.0
644,17.0,2.0,1.0
645,18.0,2.0,1.0
646,18.0,2.0,1.0
647,17.0,2.0,1.0
648,18.0,2.0,1.0
649,18.0,2.0,1.0
650,17.0,2.0,1.0
651,18.0,2.0,1.0
652,18.0,2.0,1.0
653,18.0,2.0,1.0
654,18.0,2.0,1.0
655,17.0,2.0,1.0
656,18.0,2.0,1.0
657,18.0,2.0,1.0
658,18.0,2.0,1.0
659,18.0,2.0,1.0
660,18.0,2.0,1.0
661,19.0,2.0,1.0
662,18.0,2.0,1.0
663,18.0,2.0,1.0
664,18.0,2.0,1.0
665,18.0,2.0,1.0
666,17.0,2.0,1.0
667,18.0,2.0,1.0
668,18.0,2.0,1.0
669,19.0,2.0,1.0
670,17.0,2.0,1.0
671,17.0,2.0,1.0
672,18.0,2.0,1.0
673,18.0,2.0,1.0
674,18.0,2.0,1.0
675,18.0,2.0,1.0
676,17.0,2.0,1.0
677,18.0,2.0,1.0
678,18.0,2.0,1.0
679,18.0,2.0,1.0
680,19.0,2.0,1.0
681,18.0,2.0,1.0
682,18.0,2.0,1.0
683,18.0,2.0,1.0
684,17.0,2.0,1.0
685,19.0,2.0,1.0
686,17.0,2.0,1.0
687,18.0,2.0,1.0
688,18.0,2.0,1.0
689,18.0,2.0,1.0
690,18.0,2.0,1.0
691,18.0,2.0,1.0
692,18.0,2.0,1.0
693,17.0,2.0,1.0
694,18.0,2.0,1.0
695,18.0,2.0,1.0
696,18.0,2.0,1.0
697,18.0,2.0,1.0
698,18.0,2.0,1.0
699,18.0,2.0,1.0
700,18.0,2.0,1.0
701,18.0,2.0,1.0
702,18.0,2.0,1.0
703,18.0,2.0,1.0
704,18.0,2.0,1.0
705,18.0,2.0,1.0
706,18.0,2.0,1.0
707,18.0,2.0,1.0
708,18.0,2.0,1.0
709,18.0,2.0,1.0
710,18.0,2.0,1.0
711,18.0,2.0,1.0
712,19.0,2.0,1.0
713,18.0,2.0,1.0
714,17.0,2.0,1.0
715,18.0,2.0,1.0
716,17.0,2.0,1.0
717,18.0,2.0,1.0
718,18.0,2.0,1.0
719,18.0,2.0,1.0
720,18.0,2.0,1.0
721,18.0,2.0,1.0
722,18.0,2.0,1.0
723,17.0,2.0,1.0
724,17.0,2.0,1.0
725,18.0,2.0,1.0
726,18.0,2.0,1.0
727,17.0,2.0,1.0
728,18.0,2.0,1.0
729,18.0,2.0,1.0
730,18.0,2.0,1.0
731,18.0,2.0,1.0
732,17.0,2.0,1.0
733,18.0,2.0,1.0
734,17.0,2.0,1.0
735,18.0,2.0,1.0
736,18.0,2.0,1.0
737,19.0,2.0,1.0
738,18.0,2.0,1.0
739,18.0,2.0,1.0
740,18.0,2.0,1.0
741,17.0,2.0,1.0
742,18.0,2.0,1.0
743,18.0,2.0,1.0
744,17.0,2.0,1.0
745,18.0,2.0,1.0
746,17.0,2.0,1.0
747,18.0,2.0,1.0
748,18.0,2.0,1.0
749,17.0,2.0,1.0
750,18.0,2.0,1.0
751,19.0,2.0,1.0
752,18.0,2.0,1.0
753,18.0,2.0,1.0
754,18.0,2.0,1.0
755,17.0,2.0,1.0
756,18.0,2.0,1.0
757,17.0,2.0,1.0
758,19.0,2.0,1.0
759,18.0,2.0,1.0
760,17.0,2.0,1.0
761,18.0,2.0,1.0
762,18.0,2.0,1.0
763,18.0,2.0,1.0
764,18.0,2.0,1.0
765,18.0,2.0,1.0
766,18.0,2.0,1.0
767,18.0,2.0,1.0
768,17.0,2.0,1.0
769,17.0,2.0,1.0
770,19.0,2.0,1.0
771,18.0,2.0,1.0
772,18.0,2.0,1.0
773,19.0,2.0,1.0
774,17.0,2.0,1.0
775,18.0,2.0,1.0
776,18.0,2.0,1.0
777,18.0,2.0,1.0
778,19.0,2.0,1.0
779,18.0,2.0,1.0
780,19.0,2.0,1.0
781,19.0,2.0,1.0
782,17.0,2.0,1.0
783,18.0,2.0,1.0
784,18.0,2.0,1.0
785,18.0,2.0,1.0
786,18.0,2.0,1.0
787,17.0,2.0,1.0
788,18.0,2.0,1.0
789,19.0,2.0,1.0
790,18.0,2.0,1.0
791,19.0,2.0,1.0
792,17.0,2.0,1.0
793,18.0,2.0,1.0
794,18.0,2.0,1.0
795,17.0,2.0,1.0
796,18.0,2.0,1.0
797,17.0,2.0,1.0
798,17.0,2.0,1.0
799,18.0,2.0,1.0
800,19.0,2.0,1.0
801,19.0,2.0,1.0
802,18.0,2.0,1.0
803,19.0,2.0,1.0
804,18.0,2.0,1.0
805,17.0,2.0,1.0
806,18.0,2.0,1.0
807,18.0,2.0,1.0
808,18.0,2.0,1.0
809,18.0,2.0,1.0
810,18.0,2.0,1.0
811,17.0,2.0,1.0
812,18.0,2.0,1.0
813,19.0,2.0,1.0
814,18.0,2.0,1.0
815,17.0,2.0,1.0
816,18.0,2.0,1.0
817,18.0,2.0,1.0
818,17.0,2.0,1.0
819,18.0,2.0,1.0
820,17.0,2.0,1.0
821,18.0,2.0,1.0
822,18.0,2.0,1.0
823,18.0,2.0,1.0
824,18.0,2.0,1.0
825,18.0,2.0,1.0
826,18.0,2.0,1.0
827,17.0,2.0,1.0
828,17.0,2.0,1.0
829,18.0,2.0,1.0
830,19.0,2.0,1.0
831,18.0,2.0,1.0
832,19.0,2.0,1.0
833,17.0,2.0,1.0
834,17.0,2.0,1.0
835,19.0,2.0,1.0
836,19.0,2.0,1.0
837,19.0,2.0,1.0
838,18.0,2.0,1.0
839,18.0,2.0,1.0
840,18.0,2.0,1.0
841,18.0,2.0,1.0
842,19.0,2.0,1.0
843,18.0,2.0,1.0
844,18.0,2.0,1.0
845,18.0,2.0,1.0
846,17.0,2.0,1.0
847,18.0,2.0,1.0
848,17.0,2.0,1.0
849,19.0,2.0,1.0
850,18.0,2.0,1.0
851,18.0,2.0,1.0
852,18.0,2.0,1.0
853,19.0,2.0,1.0
854,18.0,2.0,1.0
855,18.0,2.0,1.0
856,18.0,2.0,1.0
857,17.0,2.0,1.0
858,18.0,2.0,1.0
859,18.0,2.0,1.0
860,18.0,2.0,1.0
861,18.0,2.0,1.0
862,19.0,2.0,1.0
863,17.0,2.0,1.0
864,18.0,2.0,1.0
865,18.0,2.0,1.0
866,17.0,2.0,1.0
867,18.0,2.0,1.0
868,18.0,2.0,1.0
869,18.0,2.0,1.0
870,18.0,2.0,1.0
871,17.0,2.0,1.0
872,17.0,2.0,1.0
873,18.0,2.0,1.0
874,18.0,2.0,1.0
875,19.0,2.0,1.0
876,18.0,2.0,1.0
877,17.0,2.0,1.0
878,18.0,2.0,1.0
879,17.0,2.0,1.0
880,18.0,2.0,1.0
881,17.0,2.0,1.0
882,17.0,2.0,1.0
883,17.0,2.0,1.0
884,17.0,2.0,1.0
885,17.0,2.0,1.0
886,18.0,2.0,1.0
887,18.0,2.0,1.0
888,18.0,2.0,1.0
889,19.0,2.0,2.0
890,18.0,2.0,2.0
891,19.0,2.0,2.0
892,17.0,2.0,2.0
893,18.0,2.0,2.0
894,17.0,2.0,2.0
895,18.0,2.0,2.0
896,18.0,2.0,2.0
897,18.0,2.0,2.0
898,18.0,2.0,2.0
899,19.0,2.0,2.0
900,18.0,2.0,2.0
901,18.0,2.0,2.0
902,18.0,2.0,2.0
903,18.0,2.0,2.0
904,18.0,2.0,2.0
905,18.0,2.0,2.0
906,18.0,2.0,2.0
907,17.0,2.0,2.0
908,18.0,2.0,2.0
909,17.0,2.0,2.0
910,17.0,2.0,2.0
911,18.0,2.0,2.0
912,18.0,2.0,2.0
913,18.0,2.0,2.0
914,18.0,2.0,2.0
915,17.0,2.0,2.0
916,18.0,2.0,2.0
917,17.0,2.0,2.0
918,18.0,2.0,2.0
919,18.0,2.0,2.0
920,17.0,2.0,2.0
921,17.0,2.0,2.0
922,18.0,2.0,3.0
923,18.0,2.0,3.0
924,18.0,2.0,3.0
925,18.0,2.0,3.0
926,18.0,2.0,3.0
927,19.0,2.0,3.0
928,18.0,2.0,3.0
929,18.0,2.0,3.0
930,18.0,2.0,3.0
931,18.0,2.0,3.0
932,18.0,2.0,4.0
933,18.0,2.0,4.0
934,18.0,2.0,4.0
935,17.0,2.0,4.0
936,17.0,2.0,5.0
937,18.0,2.0,5.0
938,18.0,2.0,5.0
939,17.0,2.0,5.0
940,17.0,2.0,5.0
941,18.0,2.0,5.0
942,17.0,2.0,5.0
943,18.0,2.0,5.0
944,18.0,2.0,5.0
945,20.0,1.0,1.0
946,20.0,1.0,1.0
947,19.0,1.0,1.0
948,20.0,1.0,1.0
949,19.0,1.0,1.0
950,19.0,1.0,1.0
951,19.0,1.0,1.0
952,19.0,1.0,1.0
953,20.0,1.0,1.0
954,20.0,1.0,1.0
955,19.0,1.0,1.0
956,19.0,1.0,1.0
957,20.0,1.0,1.0
958,20.0,1.0,1.0
959,20.0,1.0,1.0
960,20.0,1.0,1.0
961,20.0,1.0,1.0
962,19.0,1.0,1.0
963,19.0,1.0,1.0
964,19.0,1.0,1.0
965,20.0,1.0,1.0
966,20.0,1.0,1.0
967,20.0,1.0,1.0
968,20.0,1.0,1.0
969,20.0,1.0,1.0
970,19.0,1.0,1.0
971,19.0,1.0,1.0
972,20.0,1.0,1.0
973,19.0,1.0,1.0
974,20.0,1.0,1.0
975,19.0,1.0,1.0
976,20.0,1.0,1.0
977,20.0,1.0,1.0
978,20.0,1.0,1.0
979,20.0,1.0,1.0
980,19.0,1.0,1.0
981,19.0,1.0,1.0
982,19.0,1.0,1.0
983,19.0,1.0,1.0
984,20.0,1.0,1.0
985,19.0,1.0,1.0
986,19.0,1.0,1.0
987,19.0,1.0,1.0
988,20.0,1.0,1.0
989,19.0,1.0,1.0
990,20.0,1.0,1.0
991,19.0,1.0,1.0
992,19.0,1.0,1.0
993,19.0,1.0,1.0
994,19.0,1.0,1.0
995,20.0,1.0,1.0
996,20.0,1.0,1.0
997,19.0,1.0,1.0
