,Age,Gender,Race
409,18.0,1.0,1.0
410,18.0,1.0,1.0
411,18.0,1.0,1.0
412,18.0,1.0,1.0
413,18.0,1.0,1.0
414,17.0,1.0,1.0
415,18.0,1.0,1.0
416,19.0,1.0,1.0
417,18.0,1.0,1.0
418,18.0,1.0,1.0
419,19.0,1.0,1.0
420,18.0,1.0,1.0
421,17.0,1.0,1.0
422,18.0,1.0,1.0
423,18.0,1.0,1.0
424,19.0,1.0,1.0
425,18.0,1.0,1.0
426,19.0,1.0,1.0
427,18.0,1.0,1.0
428,18.0,1.0,1.0
429,18.0,1.0,1.0
430,19.0,1.0,1.0
431,19.0,1.0,1.0
432,18.0,1.0,1.0
433,17.0,1.0,1.0
434,17.0,1.0,2.0
435,18.0,1.0,2.0
436,18.0,1.0,2.0
437,18.0,1.0,2.0
438,17.0,1.0,2.0
439,18.0,1.0,2.0
440,18.0,1.0,2.0
441,18.0,1.0,2.0
442,17.0,1.0,2.0
443,17.0,1.0,2.0
444,18.0,1.0,2.0
445,18.0,1.0,2.0
446,19.0,1.0,2.0
447,18.0,1.0,2.0
448,17.0,1.0,2.0
449,18.0,1.0,2.0
450,17.0,1.0,2.0
451,18.0,1.0,2.0
452,18.0,1.0,2.0
453,18.0,1.0,2.0
454,18.0,1.0,2.0
455,18.0,1.0,2.0
456,19.0,1.0,2.0
457,18.0,1.0,2.0
458,18.0,1.0,2.0
459,19.0,1.0,2.0
460,18.0,1.0,2.0
461,18.0,1.0,2.0
462,18.0,1.0,2.0
463,17.0,1.0,2.0
464,17.0,1.0,2.0
465,17.0,1.0,2.0
466,18.0,1.0,2.0
467,18.0,1.0,2.0
468,17.0,1.0,2.0
469,18.0,1.0,2.0
470,18.0,1.0,2.0
471,18.0,1.0,2.0
472,18.0,1.0,2.0
473,18.0,1.0,2.0
474,18.0,1.0,2.0
475,18.0,1.0,2.0
476,17.0,1.0,2.0
477,17.0,1.0,2.0
478,18.0,1.0,2.0
479,19.0,1.0,2.0
480,19.0,1.0,2.0
481,17.0,1.0,3.0
482,17.0,1.0,3.0
483,19.0,1.0,3.0
484,17.0,1.0,4.0
485,18.0,1.0,4.0
486,18.0,1.0,4.0
487,18.0,1.0,5.0
488,18.0,1.0,5.0
489,18.0,1.0,5.0
490,18.0,1.0,5.0
491,18.0,2.0,1.0
492,18.0,2.0,1.0
493,18.0,2.0,1.0
494,18.0,2.0,1.0
495,18.0,2.0,1.0
496,17.0,2.0,1.0
497,18.0,2.0,1.0
498,17.0,2.0,1.0
499,18.0,2.0,1.0
500,18.0,2.0,1.0
501,18.0,2.0,1.0
502,18.0,2.0,1.0
503,17.0,2.0,1.0
504,19.0,2.0,1.0
505,18.0,2.0,1.0
506,18.0,2.0,1.0
507,18.0,2.0,1.0
508,19.0,2.0,1.0
509,18.0,2.0,1.0
510,18.0,2.0,1.0
511,17.0,2.0,1.0
512,18.0,2.0,1.0
513,18.0,2.0,1.0
514,17.0,2.0,1.0
515,17.0,2.0,1.0
516,17.0,2.0,1.0
517,19.0,2.0,1.0
518,18.0,2.0,1.0
519,18.0,2.0,1.0
520,19.0,2.0,1.0
521,17.0,2.0,1.0
522,19.0,2.0,1.0
523,18.0,2.0,1.0
524,18.0,2.0,1.0
525,19.0,2.0,1.0
526,18.0,2.0,1.0
527,17.0,2.0,1.0
528,18.0,2.0,1.0
529,18.0,2.0,1.0
530,18.0,2.0,1.0
531,17.0,2.0,1.0
532,18.0,2.0,1.0
533,17.0,2.0,1.0
534,18.0,2.0,1.0
535,17.0,2.0,1.0
536,18.0,2.0,1.0
537,18.0,2.0,1.0
538,18.0,2.0,1.0
539,18.0,2.0,1.0
540,17.0,2.0,1.0
541,18.0,2.0,1.0
542,17.0,2.0,1.0
543,18.0,2.0,1.0
544,18.0,2.0,1.0
545,18.0,2.0,1.0
546,18.0,2.0,1.0
547,17.0,2.0,1.0
548,18.0,2.0,1.0
549,18.0,2.0,1.0
550,18.0,2.0,1.0
551,17.0,2.0,1.0
552,19.0,2.0,1.0
553,17.0,2.0,1.0
554,18.0,2.0,1.0
555,18.0,2.0,1.0
556,18.0,2.0,1.0
557,18.0,2.0,1.0
558,18.0,2.0,1.0
559,17.0,2.0,1.0
560,19.0,2.0,1.0
561,18.0,2.0,1.0
562,18.0,2.0,1.0
563,17.0,2.0,1.0
564,17.0,2.0,1.0
565,17.0,2.0,1.0
566,18.0,2.0,1.0
567,17.0,2.0,1.0
568,18.0,2.0,1.0
569,18.0,2.0,1.0
570,17.0,2.0,1.0
571,18.0,2.0,1.0
572,17.0,2.0,1.0
573,18.0,2.0,1.0
574,18.0,2.0,1.0
575,18.0,2.0,1.0
576,19.0,2.0,1.0
577,17.0,2.0,1.0
578,17.0,2.0,1.0
579,18.0,2.0,1.0
580,18.0,2.0,1.0
581,17.0,2.0,1.0
582,17.0,2.0,1.0
583,19.0,2.0,1.0
584,17.0,2.0,1.0
585,18.0,2.0,1.0
586,18.0,2.0,1.0
587,18.0,2.0,1.0
588,18.0,2.0,1.0
589,18.0,2.0,1.0
590,18.0,2.0,1.0
591,18.0,2.0,1.0
592,18.0,2.0,1.0
593,18.0,2.0,1.0
594,17.0,2.0,1.0
595,18.0,2.0,1.0
596,17.0,2.0,1.0
597,18.0,2.0,1.0
598,18.0,2.0,1.0
599,18.0,2.0,1.0
600,19.0,2.0,1.0
601,18.0,2.0,1.0
602,18.0,2.0,1.0
603,18.0,2.0,1.0
604,18.0,2.0,1.0
605,17.0,2.0,1.0
606,17.0,2.0,1.0
607,17.0,2.0,1.0
608,18.0,2.0,1.0
609,18.0,2.0,1.0
610,17.0,2.0,1.0
611,17.0,2.0,1.0
612,17.0,2.0,1.0
613,17.0,2.0,1.0
614,18.0,2.0,1.0
615,18.0,2.0,1.0
616,18.0,2.0,1.0
617,17.0,2.0,1.0
618,18.0,2.0,1.0
619,18.0,2.0,1.0
620,17.0,2.0,1.0
621,18.0,2.0,1.0
622,18.0,2.0,1.0
623,19.0,2.0,1.0
624,18.0,2.0,1.0
625,18.0,2.0,1.0
626,19.0,2.0,1.0
627,18.0,2.0,1.0
628,18.0,2.0,1.0
629,17.0,2.0,1.0
630,18.0,2.0,1.0
631,17.0,2.0,1.0
632,17.0,2.0,1.0
633,17.0,2.0,1.0
634,18.0,2.0,1.0
635,17.0,2.0,1.0
636,18.0,2.0,1.0
637,18.0,2.0,1.0
638,18.0,2.0,1.0
639,18.0,2.0,1.0
640,17.0,2.0,1.0
641,18.0,2.0,1.0
642,17.0,2.0,1.0
643,18.0,2.0,1.0
644,19.0,2.0,1.0
645,17.0,2.0,1.0
646,18.0,2.0,1.0
647,18.0,2.0,1.0
648,17.0,2.0,1.0
649,18.0,2.0,1.0
650,18.0,2.0,1.0
651,19.0,2.0,1.0
652,18.0,2.0,1.0
653,18.0,2.0,1.0
654,18.0,2.0,1.0
655,18.0,2.0,1.0
656,18.0,2.0,1.0
657,18.0,2.0,1.0
658,18.0,2.0,1.0
659,17.0,2.0,1.0
660,17.0,2.0,1.0
661,18.0,2.0,1.0
662,17.0,2.0,1.0
663,17.0,2.0,1.0
664,18.0,2.0,1.0
665,17.0,2.0,1.0
666,18.0,2.0,1.0
667,17.0,2.0,1.0
668,18.0,2.0,1.0
669,17.0,2.0,1.0
670,18.0,2.0,1.0
671,18.0,2.0,1.0
672,18.0,2.0,1.0
673,18.0,2.0,1.0
674,17.0,2.0,1.0
675,18.0,2.0,1.0
676,18.0,2.0,1.0
677,17.0,2.0,1.0
678,18.0,2.0,1.0
679,17.0,2.0,1.0
680,18.0,2.0,1.0
681,18.0,2.0,1.0
682,18.0,2.0,1.0
683,18.0,2.0,1.0
684,18.0,2.0,1.0
685,18.0,2.0,1.0
686,17.0,2.0,1.0
687,18.0,2.0,1.0
688,17.0,2.0,1.0
689,17.0,2.0,1.0
690,17.0,2.0,1.0
691,18.0,2.0,1.0
692,17.0,2.0,1.0
693,18.0,2.0,1.0
694,17.0,2.0,1.0
695,18.0,2.0,1.0
696,18.0,2.0,1.0
697,18.0,2.0,1.0
698,17.0,2.0,1.0
699,18.0,2.0,1.0
700,17.0,2.0,1.0
701,18.0,2.0,1.0
702,19.0,2.0,1.0
703,18.0,2.0,1.0
704,19.0,2.0,1.0
705,18.0,2.0,1.0
706,19.0,2.0,1.0
707,18.0,2.0,1.0
708,18.0,2.0,1.0
709,18.0,2.0,1.0
710,18.0,2.0,1.0
711,18.0,2.0,1.0
712,18.0,2.0,1.0
713,18.0,2.0,1.0
714,18.0,2.0,1.0
715,18.0,2.0,1.0
716,18.0,2.0,1.0
717,18.0,2.0,1.0
718,18.0,2.0,1.0
719,18.0,2.0,1.0
720,17.0,2.0,1.0
721,17.0,2.0,1.0
722,18.0,2.0,1.0
723,19.0,2.0,1.0
724,19.0,2.0,1.0
725,17.0,2.0,1.0
726,18.0,2.0,1.0
727,18.0,2.0,1.0
728,18.0,2.0,1.0
729,19.0,2.0,1.0
730,18.0,2.0,1.0
731,18.0,2.0,1.0
732,19.0,2.0,1.0
733,17.0,2.0,1.0
734,18.0,2.0,1.0
735,18.0,2.0,1.0
736,18.0,2.0,1.0
737,18.0,2.0,1.0
738,18.0,2.0,1.0
739,18.0,2.0,1.0
740,18.0,2.0,1.0
741,18.0,2.0,1.0
742,19.0,2.0,1.0
743,17.0,2.0,1.0
744,18.0,2.0,1.0
745,17.0,2.0,1.0
746,18.0,2.0,1.0
747,17.0,2.0,1.0
748,18.0,2.0,1.0
749,18.0,2.0,1.0
750,19.0,2.0,1.0
751,18.0,2.0,1.0
752,18.0,2.0,1.0
753,17.0,2.0,1.0
754,17.0,2.0,1.0
755,18.0,2.0,1.0
756,19.0,2.0,1.0
757,18.0,2.0,1.0
758,17.0,2.0,1.0
759,18.0,2.0,1.0
760,17.0,2.0,1.0
761,18.0,2.0,1.0
762,18.0,2.0,1.0
763,18.0,2.0,1.0
764,18.0,2.0,1.0
765,18.0,2.0,1.0
766,17.0,2.0,1.0
767,17.0,2.0,1.0
768,19.0,2.0,1.0
769,17.0,2.0,1.0
770,18.0,2.0,1.0
771,17.0,2.0,1.0
772,17.0,2.0,1.0
773,17.0,2.0,1.0
774,18.0,2.0,1.0
775,17.0,2.0,1.0
776,17.0,2.0,1.0
777,18.0,2.0,1.0
778,17.0,2.0,1.0
779,18.0,2.0,1.0
780,18.0,2.0,1.0
781,17.0,2.0,1.0
782,17.0,2.0,1.0
783,19.0,2.0,1.0
784,17.0,2.0,1.0
785,17.0,2.0,1.0
786,19.0,2.0,1.0
787,18.0,2.0,1.0
788,18.0,2.0,1.0
789,19.0,2.0,1.0
790,19.0,2.0,1.0
791,18.0,2.0,1.0
792,18.0,2.0,1.0
793,17.0,2.0,1.0
794,18.0,2.0,1.0
795,18.0,2.0,1.0
796,18.0,2.0,1.0
797,18.0,2.0,1.0
798,17.0,2.0,1.0
799,19.0,2.0,1.0
800,17.0,2.0,1.0
801,18.0,2.0,1.0
802,17.0,2.0,1.0
803,17.0,2.0,1.0
804,18.0,2.0,1.0
805,17.0,2.0,1.0
806,18.0,2.0,1.0
807,18.0,2.0,1.0
808,18.0,2.0,1.0
809,18.0,2.0,1.0
810,19.0,2.0,1.0
811,18.0,2.0,1.0
812,18.0,2.0,1.0
813,18.0,2.0,1.0
814,17.0,2.0,1.0
815,18.0,2.0,1.0
816,18.0,2.0,1.0
817,18.0,2.0,1.0
818,17.0,2.0,1.0
819,18.0,2.0,1.0
820,17.0,2.0,1.0
821,17.0,2.0,1.0
822,18.0,2.0,1.0
823,17.0,2.0,1.0
824,17.0,2.0,1.0
825,18.0,2.0,1.0
826,19.0,2.0,1.0
827,18.0,2.0,1.0
828,17.0,2.0,1.0
829,18.0,2.0,1.0
830,17.0,2.0,1.0
831,18.0,2.0,1.0
832,18.0,2.0,1.0
833,17.0,2.0,1.0
834,17.0,2.0,1.0
835,18.0,2.0,1.0
836,17.0,2.0,1.0
837,18.0,2.0,1.0
838,18.0,2.0,1.0
839,19.0,2.0,1.0
840,18.0,2.0,1.0
841,17.0,2.0,1.0
842,18.0,2.0,1.0
843,17.0,2.0,1.0
844,17.0,2.0,1.0
845,19.0,2.0,1.0
846,18.0,2.0,1.0
847,19.0,2.0,1.0
848,17.0,2.0,1.0
849,17.0,2.0,1.0
850,18.0,2.0,1.0
851,18.0,2.0,1.0
852,19.0,2.0,1.0
853,17.0,2.0,1.0
854,19.0,2.0,1.0
855,18.0,2.0,1.0
856,17.0,2.0,1.0
857,19.0,2.0,1.0
858,17.0,2.0,1.0
859,18.0,2.0,1.0
860,18.0,2.0,1.0
861,18.0,2.0,1.0
862,18.0,2.0,1.0
863,17.0,2.0,1.0
864,18.0,2.0,1.0
865,18.0,2.0,1.0
866,18.0,2.0,1.0
867,17.0,2.0,1.0
868,17.0,2.0,1.0
869,18.0,2.0,1.0
870,18.0,2.0,1.0
871,19.0,2.0,1.0
872,18.0,2.0,1.0
873,18.0,2.0,1.0
874,17.0,2.0,1.0
875,17.0,2.0,1.0
876,19.0,2.0,1.0
877,19.0,2.0,1.0
878,19.0,2.0,1.0
879,18.0,2.0,1.0
880,17.0,2.0,1.0
881,17.0,2.0,1.0
882,18.0,2.0,1.0
883,18.0,2.0,1.0
884,17.0,2.0,1.0
885,18.0,2.0,1.0
886,18.0,2.0,1.0
887,17.0,2.0,1.0
888,19.0,2.0,1.0
889,17.0,2.0,2.0
890,18.0,2.0,2.0
891,17.0,2.0,2.0
892,18.0,2.0,2.0
893,17.0,2.0,2.0
894,18.0,2.0,2.0
895,18.0,2.0,2.0
896,18.0,2.0,2.0
897,17.0,2.0,2.0
898,17.0,2.0,2.0
899,17.0,2.0,2.0
900,18.0,2.0,2.0
901,18.0,2.0,2.0
902,18.0,2.0,2.0
903,17.0,2.0,2.0
904,18.0,2.0,2.0
905,18.0,2.0,2.0
906,17.0,2.0,2.0
907,18.0,2.0,2.0
908,17.0,2.0,2.0
909,18.0,2.0,2.0
910,18.0,2.0,2.0
911,18.0,2.0,2.0
912,18.0,2.0,2.0
913,18.0,2.0,2.0
914,17.0,2.0,2.0
915,18.0,2.0,2.0
916,18.0,2.0,2.0
917,19.0,2.0,2.0
918,18.0,2.0,2.0
919,17.0,2.0,2.0
920,18.0,2.0,2.0
921,18.0,2.0,2.0
922,18.0,2.0,3.0
923,18.0,2.0,3.0
924,18.0,2.0,3.0
925,17.0,2.0,3.0
926,18.0,2.0,3.0
927,18.0,2.0,3.0
928,18.0,2.0,3.0
929,19.0,2.0,3.0
930,18.0,2.0,3.0
931,18.0,2.0,3.0
932,18.0,2.0,4.0
933,17.0,2.0,4.0
934,18.0,2.0,4.0
935,18.0,2.0,4.0
936,18.0,2.0,5.0
937,18.0,2.0,5.0
938,18.0,2.0,5.0
939,18.0,2.0,5.0
940,18.0,2.0,5.0
941,18.0,2.0,5.0
942,18.0,2.0,5.0
943,17.0,2.0,5.0
944,18.0,2.0,5.0
945,20.0,1.0,1.0
946,19.0,1.0,1.0
947,20.0,1.0,1.0
948,20.0,1.0,1.0
949,19.0,1.0,1.0
950,19.0,1.0,1.0
951,20.0,1.0,1.0
952,20.0,1.0,1.0
953,20.0,1.0,1.0
954,19.0,1.0,1.0
955,20.0,1.0,1.0
956,19.0,1.0,1.0
957,19.0,1.0,1.0
958,20.0,1.0,1.0
959,20.0,1.0,1.0
960,20.0,1.0,1.0
961,20.0,1.0,1.0
962,20.0,1.0,1.0
963,20.0,1.0,1.0
964,20.0,1.0,1.0
965,20.0,1.0,1.0
966,19.0,1.0,1.0
967,19.0,1.0,1.0
968,20.0,1.0,1.0
969,20.0,1.0,1.0
970,20.0,1.0,1.0
971,20.0,1.0,1.0
972,19.0,1.0,1.0
973,19.0,1.0,1.0
974,19.0,1.0,1.0
975,20.0,1.0,1.0
976,20.0,1.0,1.0
977,20.0,1.0,1.0
978,20.0,1.0,1.0
979,20.0,1.0,1.0
980,20.0,1.0,1.0
981,19.0,1.0,1.0
982,19.0,1.0,1.0
983,20.0,1.0,1.0
984,19.0,1.0,1.0
985,20.0,1.0,1.0
986,20.0,1.0,1.0
987,20.0,1.0,1.0
988,19.0,1.0,1.0
989,19.0,1.0,1.0
990,20.0,1.0,1.0
991,20.0,1.0,1.0
992,20.0,1.0,1.0
993,20.0,1.0,1.0
994,19.0,1.0,1.0
995,19.0,1.0,1.0
996,20.0,1.0,1.0
997,20.0,1.0,1.0
